	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
Trial1.fna_assembly_LT906445.1_104	Trial1.fna_assembly	LT906445.1	104	161655	163385	1	D										S-layer homology domain [PF00395.23]; YadA-like membrane anchor domain [PF03895.18]					0
Trial1.fna_assembly_LT906445.1_105	Trial1.fna_assembly	LT906445.1	105	163803	164288	1	D										Acetyltransferase (GNAT) domain [PF13508.10]					0
Trial1.fna_assembly_LT906445.1_106	Trial1.fna_assembly	LT906445.1	106	164449	165228	1	D										Protein of unknown function (DUF969) [PF06149.15]					0
Trial1.fna_assembly_LT906445.1_107	Trial1.fna_assembly	LT906445.1	107	165230	166159	1	D										Protein of unknown function (DUF979) [PF06166.15]					0
Trial1.fna_assembly_LT906445.1_108	Trial1.fna_assembly	LT906445.1	108	166323	166976	1	C	K01304	pyroglutamyl-peptidase [EC:3.4.19.3]	MER0129896	C15	MER0129896 - pyroglutamyl-peptidase I (prokaryote) (Veillonella parvula) [C15.001]#C15#{peptidase unit: 1-198}~source GEBA2500348853~	True	0.986	414.0	5.168000000000002e-131	Pyroglutamyl peptidase [PF01470.20]					0
Trial1.fna_assembly_LT906445.1_109	Trial1.fna_assembly	LT906445.1	109	167036	167941	-1	C	K10439	ribose transport system substrate-binding protein								Periplasmic binding protein domain [PF13407.9]; Periplasmic binding proteins and sugar binding domain of LacI family [PF00532.24]; Periplasmic binding protein-like domain [PF13377.9]					0
Trial1.fna_assembly_LT906445.1_110	Trial1.fna_assembly	LT906445.1	110	167951	168886	-1	C	K10440	ribose transport system permease protein								Branched-chain amino acid transport system / permease component [PF02653.19]					0
Trial1.fna_assembly_LT906445.1_111	Trial1.fna_assembly	LT906445.1	111	168886	170367	-1	C	K10441	ribose transport system ATP-binding protein [EC:7.5.2.7]								ABC transporter [PF00005.30]					0
Trial1.fna_assembly_LT906445.1_112	Trial1.fna_assembly	LT906445.1	112	170413	170826	-1	C	K06726	D-ribose pyranase [EC:5.4.99.62]								RbsD / FucU transport protein family [PF05025.16]					0
Trial1.fna_assembly_LT906445.1_113	Trial1.fna_assembly	LT906445.1	113	170853	171740	-1	C	K00852	ribokinase [EC:2.7.1.15]								pfkB family carbohydrate kinase [PF00294.27]; Phosphomethylpyrimidine kinase [PF08543.15]					0
Trial1.fna_assembly_LT906445.1_114	Trial1.fna_assembly	LT906445.1	114	172063	172245	-1	E															0
Trial1.fna_assembly_LT906445.1_115	Trial1.fna_assembly	LT906445.1	115	172282	172938	-1	D										NAD(P)H-binding [PF13460.9]					0
Trial1.fna_assembly_LT906445.1_116	Trial1.fna_assembly	LT906445.1	116	173047	173568	-1	D										Isochorismatase family [PF00857.23]					0
Trial1.fna_assembly_LT906445.1_117	Trial1.fna_assembly	LT906445.1	117	173784	174029	1	D										Antitoxin Phd_YefM, type II toxin-antitoxin system [PF02604.22]					0
Trial1.fna_assembly_LT906445.1_118	Trial1.fna_assembly	LT906445.1	118	174217	175977	1	D										N-6 DNA Methylase [PF02384.19]					0
Trial1.fna_assembly_LT906445.1_119	Trial1.fna_assembly	LT906445.1	119	175971	176501	1	E															0
Trial1.fna_assembly_LT906445.1_120	Trial1.fna_assembly	LT906445.1	120	176653	178503	1	C	K03427	type I restriction enzyme M protein [EC:2.1.1.72]								N-6 DNA Methylase [PF02384.19]; HsdM N-terminal domain [PF12161.11]					0
Trial1.fna_assembly_LT906445.1_121	Trial1.fna_assembly	LT906445.1	121	178500	179702	1	C	K01154	type I restriction enzyme, S subunit [EC:3.1.21.3]								Type I restriction modification DNA specificity domain [PF01420.22]					0
Trial1.fna_assembly_LT906445.1_122	Trial1.fna_assembly	LT906445.1	122	179716	182880	1	C	K01153	type I restriction enzyme, R subunit [EC:3.1.21.3]	MER0510889	M23B	MER0510889 - subfamily M23B unassigned peptidases () [M23.UPB]#M23B#{peptidase unit: 112-267}~source YP_008869658~	False	0.373	84.0	9.293e-15	SWI2/SNF2 ATPase [PF18766.4]; Type I restriction enzyme R protein N terminus (HSDR_N) [PF04313.17]; Domain of unknown function (DUF3387) [PF11867.11]					0
Trial1.fna_assembly_LT906445.1_123	Trial1.fna_assembly	LT906445.1	123	183109	184734	1	C	K16786	energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]								ABC transporter [PF00005.30]; Tryptophan transporter TrpP [PF17099.8]					0
Trial1.fna_assembly_LT906445.1_124	Trial1.fna_assembly	LT906445.1	124	184727	185539	1	D										ABC transporter [PF00005.30]					0
Trial1.fna_assembly_LT906445.1_125	Trial1.fna_assembly	LT906445.1	125	185549	186217	1	C	K16785	energy-coupling factor transport system permease protein								Cobalt transport protein [PF02361.19]					0
Trial1.fna_assembly_LT906445.1_126	Trial1.fna_assembly	LT906445.1	126	186571	187071	1	C	K24217	L-amino acid N-acyltransferase [EC:2.3.1.-]								Acetyltransferase (GNAT) domain [PF13420.10]; Acetyltransferase (GNAT) domain [PF13302.10]; Acetyltransferase (GNAT) family [PF00583.28]; Acetyltransferase (GNAT) domain [PF13508.10]; Acetyltransferase (GNAT) domain [PF13673.10]					0
Trial1.fna_assembly_LT906445.1_127	Trial1.fna_assembly	LT906445.1	127	187172	188035	1	C	K04486	histidinol-phosphatase (PHP family) [EC:3.1.3.15]													0
Trial1.fna_assembly_LT906445.1_128	Trial1.fna_assembly	LT906445.1	128	188054	188419	1	E															0
Trial1.fna_assembly_LT906445.1_129	Trial1.fna_assembly	LT906445.1	129	188642	190276	1	C	K00765	ATP phosphoribosyltransferase [EC:2.4.2.17]								Histidyl-tRNA synthetase [PF13393.9]; ATP phosphoribosyltransferase [PF01634.21]					0
Trial1.fna_assembly_LT906445.1_130	Trial1.fna_assembly	LT906445.1	130	190349	191626	1	C	K00013	histidinol dehydrogenase [EC:1.1.1.23]								Histidinol dehydrogenase [PF00815.23]					0
Trial1.fna_assembly_LT906445.1_131	Trial1.fna_assembly	LT906445.1	131	191721	192311	1	C	K01693	imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]								Imidazoleglycerol-phosphate dehydratase [PF00475.21]					0
Trial1.fna_assembly_LT906445.1_132	Trial1.fna_assembly	LT906445.1	132	192325	193047	1	C	K01814	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]								Histidine biosynthesis protein [PF00977.24]					0
Trial1.fna_assembly_LT906445.1_133	Trial1.fna_assembly	LT906445.1	133	193221	193979	1	C	K02500	imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]								Histidine biosynthesis protein [PF00977.24]					0
Trial1.fna_assembly_LT906445.1_134	Trial1.fna_assembly	LT906445.1	134	194147	194464	1	C	K01496	phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19]								Phosphoribosyl-AMP cyclohydrolase [PF01502.21]					0
Trial1.fna_assembly_LT906445.1_135	Trial1.fna_assembly	LT906445.1	135	194467	194793	1	C	K01523	phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31]								Phosphoribosyl-ATP pyrophosphohydrolase [PF01503.20]					0
Trial1.fna_assembly_LT906445.1_136	Trial1.fna_assembly	LT906445.1	136	194912	195988	1	C	K00817	histidinol-phosphate aminotransferase [EC:2.6.1.9]								Aminotransferase class I and II [PF00155.24]; Aminotransferase class-V [PF00266.22]					0
Trial1.fna_assembly_LT906445.1_137	Trial1.fna_assembly	LT906445.1	137	196067	196693	1	C	K02501	imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10]	MER0129895	C26	MER0129895 - imidazole glycerol phosphate synthase subunit HisH (Veillonella parvula) [C26.965]#C26#{peptidase unit: 2-196}~source EGL77326~	True	0.941	387.0	9.551e-122	Glutamine amidotransferase class-I [PF00117.31]; CobB/CobQ-like glutamine amidotransferase domain [PF07685.17]; Peptidase C26 [PF07722.16]					0
Trial1.fna_assembly_LT906445.1_138	Trial1.fna_assembly	LT906445.1	138	196975	198807	1	C	K06200	carbon starvation protein								Carbon starvation protein CstA [PF02554.17]; 5TM C-terminal transporter carbon starvation CstA [PF13722.9]					0
Trial1.fna_assembly_LT906445.1_139	Trial1.fna_assembly	LT906445.1	139	199030	200655	1	E															0
Trial1.fna_assembly_LT906445.1_140	Trial1.fna_assembly	LT906445.1	140	200828	201598	-1	D										Copper amine oxidase N-terminal domain [PF07833.14]					0
Trial1.fna_assembly_LT906445.1_141	Trial1.fna_assembly	LT906445.1	141	202365	202706	1	E															0
Trial1.fna_assembly_LT906445.1_142	Trial1.fna_assembly	LT906445.1	142	203010	203507	1	C	K09457	7-cyano-7-deazaguanine reductase [EC:1.7.1.13]								QueF-like protein [PF14489.9]					0
Trial1.fna_assembly_LT906445.1_143	Trial1.fna_assembly	LT906445.1	143	203509	204369	1	E															0
Trial1.fna_assembly_LT906445.1_144	Trial1.fna_assembly	LT906445.1	144	204584	205498	1	D										Pyridoxal-phosphate dependent enzyme [PF00291.28]					0
Trial1.fna_assembly_LT906445.1_145	Trial1.fna_assembly	LT906445.1	145	205661	206272	1	C	K00640	serine O-acetyltransferase [EC:2.3.1.30]													0
Trial1.fna_assembly_LT906445.1_146	Trial1.fna_assembly	LT906445.1	146	206666	207100	1	C	K04047	starvation-inducible DNA-binding protein								Ferritin-like domain [PF00210.27]					0
Trial1.fna_assembly_LT906445.1_147	Trial1.fna_assembly	LT906445.1	147	207452	208201	1	E															0
Trial1.fna_assembly_LT906445.1_148	Trial1.fna_assembly	LT906445.1	148	208221	209480	1	D										Natural resistance-associated macrophage protein [PF01566.21]					0
Trial1.fna_assembly_LT906445.1_149	Trial1.fna_assembly	LT906445.1	149	209761	210363	1	E															0
Trial1.fna_assembly_LT906445.1_150	Trial1.fna_assembly	LT906445.1	150	210341	211087	1	C	K09861	uncharacterized protein								Peroxide stress protein YaaA [PF03883.17]					0
Trial1.fna_assembly_LT906445.1_151	Trial1.fna_assembly	LT906445.1	151	211074	212210	1	C	K01012	biotin synthase [EC:2.8.1.6]								Radical SAM superfamily [PF04055.24]; Biotin and Thiamin Synthesis associated domain [PF06968.16]					0
Trial1.fna_assembly_LT906445.1_152	Trial1.fna_assembly	LT906445.1	152	212733	214799	1	C	K02355	elongation factor G								Elongation factor G, domain IV [PF03764.21]; Elongation factor Tu GTP binding domain [PF00009.30]; Elongation factor G C-terminus [PF00679.27]; Elongation Factor G, domain III [PF14492.9]; Elongation factor Tu domain 2 [PF03144.28]					0
Trial1.fna_assembly_LT906445.1_153	Trial1.fna_assembly	LT906445.1	153	215104	215580	1	C	K19334	biofilm protein TabA								YhcH/YjgK/YiaL [PF04074.15]					0
Trial1.fna_assembly_LT906445.1_154	Trial1.fna_assembly	LT906445.1	154	215582	216478	1	D										EamA-like transporter family [PF00892.23]					0
Trial1.fna_assembly_LT906445.1_155	Trial1.fna_assembly	LT906445.1	155	216654	217595	1	D										EamA-like transporter family [PF00892.23]					0
Trial1.fna_assembly_LT906445.1_156	Trial1.fna_assembly	LT906445.1	156	217820	219115	1	C	K12940	aminobenzoyl-glutamate utilization protein A	MER0400580	M20D	MER0400580 - family M20D unassigned peptidases (Veillonella sp. 3_1_44) [M20.UPD]#M20D#{peptidase unit: 3-429}~source EFG22503~	True	0.952	856.0	5.801e-280	Peptidase family M20/M25/M40 [PF01546.31]; Peptidase dimerisation domain [PF07687.17]					0
Trial1.fna_assembly_LT906445.1_157	Trial1.fna_assembly	LT906445.1	157	219178	220422	1	C	K06016	beta-ureidopropionase / N-carbamoyl-L-amino-acid hydrolase [EC:3.5.1.6 3.5.1.87]	MER0129893	M20X	MER0129893 - family M20 non-peptidase homologues (Veillonella parvula) [M20.UNW]#M20X#{peptidase unit: 2-407}~source GEBA2500348804~	True	0.954	816.0	2.372e-266	Peptidase family M20/M25/M40 [PF01546.31]; Peptidase family M28 [PF04389.20]; Peptidase dimerisation domain [PF07687.17]					0
Trial1.fna_assembly_LT906445.1_158	Trial1.fna_assembly	LT906445.1	158	220669	221922	1	C	K03326	C4-dicarboxylate transporter, DcuC family								C4-dicarboxylate anaerobic carrier [PF03606.18]					0
Trial1.fna_assembly_LT906445.1_159	Trial1.fna_assembly	LT906445.1	159	222073	223251	-1	C	K08161	MFS transporter, DHA1 family, multidrug resistance protein								Major Facilitator Superfamily [PF07690.19]; Transmembrane secretion effector [PF05977.16]; MFS_1 like family [PF12832.10]; Sugar (and other) transporter [PF00083.27]; Vacuole effluxer Atg22 like [PF11700.11]					0
Trial1.fna_assembly_LT906445.1_160	Trial1.fna_assembly	LT906445.1	160	223550	223666	1	E															0
Trial1.fna_assembly_LT906445.1_161	Trial1.fna_assembly	LT906445.1	161	223689	224162	1	E															0
Trial1.fna_assembly_LT906445.1_162	Trial1.fna_assembly	LT906445.1	162	224658	226127	1	C	K01657	anthranilate synthase component I [EC:4.1.3.27]								chorismate binding enzyme [PF00425.21]; Anthranilate synthase component I, N terminal region [PF04715.16]					0
Trial1.fna_assembly_LT906445.1_163	Trial1.fna_assembly	LT906445.1	163	226127	226693	1	C	K01658	anthranilate synthase component II [EC:4.1.3.27]	MER0436321	C26	MER0436321 - TRP3 protein (Veillonella sp. 6_1_27) [C26.959]#C26#{peptidase unit: 2-186}~source ZP_06758339~	True	0.963	377.0	9.87e-119	Glutamine amidotransferase class-I [PF00117.31]; Peptidase C26 [PF07722.16]					0
Trial1.fna_assembly_LT906445.1_164	Trial1.fna_assembly	LT906445.1	164	227030	228040	1	C	K00766	anthranilate phosphoribosyltransferase [EC:2.4.2.18]								Glycosyl transferase family, a/b domain [PF00591.24]; Glycosyl transferase family, helical bundle domain [PF02885.20]					0
Trial1.fna_assembly_LT906445.1_165	Trial1.fna_assembly	LT906445.1	165	228044	229510	1	C	K13498	indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.1.48 5.3.1.24]								Indole-3-glycerol phosphate synthase [PF00218.24]; N-(5'phosphoribosyl)anthranilate (PRA) isomerase [PF00697.25]					0
Trial1.fna_assembly_LT906445.1_166	Trial1.fna_assembly	LT906445.1	166	229553	230746	1	C	K01696	tryptophan synthase beta chain [EC:4.2.1.20]								Pyridoxal-phosphate dependent enzyme [PF00291.28]					0
Trial1.fna_assembly_LT906445.1_167	Trial1.fna_assembly	LT906445.1	167	230739	231530	1	C	K01695	tryptophan synthase alpha chain [EC:4.2.1.20]								Tryptophan synthase alpha chain [PF00290.23]					0
Trial1.fna_assembly_LT906445.1_168	Trial1.fna_assembly	LT906445.1	168	231672	231968	-1	E															0
Trial1.fna_assembly_LT906445.1_169	Trial1.fna_assembly	LT906445.1	169	232142	233029	1	D										Protein of unknown function (DUF805) [PF05656.17]					0
Trial1.fna_assembly_LT906445.1_170	Trial1.fna_assembly	LT906445.1	170	233033	233602	1	D										Protein of unknown function (DUF805) [PF05656.17]					0
Trial1.fna_assembly_LT906445.1_171	Trial1.fna_assembly	LT906445.1	171	233821	234456	1	D										Protein of unknown function (DUF805) [PF05656.17]					0
Trial1.fna_assembly_LT906445.1_172	Trial1.fna_assembly	LT906445.1	172	234942	235136	1	C	K07729	putative transcriptional regulator								Helix-turn-helix domain [PF12844.10]; Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF13560.9]; Cro/C1-type HTH DNA-binding domain [PF13443.9]					0
Trial1.fna_assembly_LT906445.1_173	Trial1.fna_assembly	LT906445.1	173	235681	236298	1	C	K07052	CAAX protease family protein								Type II CAAX prenyl endopeptidase Rce1-like [PF02517.19]					0
Trial1.fna_assembly_LT906445.1_174	Trial1.fna_assembly	LT906445.1	174	236349	236765	1	E															0
Trial1.fna_assembly_LT906445.1_175	Trial1.fna_assembly	LT906445.1	175	236752	238485	1	D										ABC transporter [PF00005.30]					0
Trial1.fna_assembly_LT906445.1_176	Trial1.fna_assembly	LT906445.1	176	238466	239695	1	D										4Fe-4S single cluster domain [PF13353.9]; Radical SAM superfamily [PF04055.24]; 4Fe-4S single cluster domain [PF13394.9]; Iron-sulfur cluster-binding domain [PF13186.9]					0
Trial1.fna_assembly_LT906445.1_177	Trial1.fna_assembly	LT906445.1	177	239708	239962	1	E															0
Trial1.fna_assembly_LT906445.1_178	Trial1.fna_assembly	LT906445.1	178	240414	243248	1	C	K01870	isoleucyl-tRNA synthetase [EC:6.1.1.5]								tRNA synthetases class I (I, L, M and V) [PF00133.25]; Anticodon-binding domain of tRNA ligase [PF08264.16]; tRNA synthetases class I (M) [PF09334.14]; tRNA synthetases class I (C) catalytic domain [PF01406.22]; tRNA synthetases class I (K) [PF01921.21]					0
Trial1.fna_assembly_LT906445.1_179	Trial1.fna_assembly	LT906445.1	179	243330	245702	-1	C	K07126	uncharacterized protein													0
Trial1.fna_assembly_LT906445.1_180	Trial1.fna_assembly	LT906445.1	180	246013	246795	-1	C	K02030	polar amino acid transport system substrate-binding protein								Bacterial extracellular solute-binding proteins, family 3 [PF00497.23]; Ligated ion channel L-glutamate- and glycine-binding site [PF10613.12]; NMT1/THI5 like [PF09084.14]					0
Trial1.fna_assembly_LT906445.1_181	Trial1.fna_assembly	LT906445.1	181	246897	248168	1	D			MER0129891	M20D	MER0129891 - family M20D unassigned peptidases (Veillonella parvula) [M20.UPD]#M20D#{peptidase unit: 21-378}~source YP_003311145~	True	0.988	749.0	8.87e-243	Peptidase family M20/M25/M40 [PF01546.31]; Peptidase dimerisation domain [PF07687.17]					0
Trial1.fna_assembly_LT906445.1_182	Trial1.fna_assembly	LT906445.1	182	248236	249387	1	D										haloacid dehalogenase-like hydrolase [PF08282.15]; Sucrose-6F-phosphate phosphohydrolase [PF05116.16]					0
Trial1.fna_assembly_LT906445.1_183	Trial1.fna_assembly	LT906445.1	183	249490	249702	1	D										4Fe-4S dicluster domain [PF14697.9]; 4Fe-4S dicluster domain [PF12838.10]; 4Fe-4S dicluster domain [PF13187.9]; 4Fe-4S dicluster domain [PF13183.9]; 4Fe-4S double cluster binding domain [PF13484.9]; 4Fe-4S dicluster domain [PF13247.9]; 4Fe-4S dicluster domain [PF13534.9]; 4Fe-4S binding domain [PF00037.30]; 4Fe-4S dicluster domain [PF13746.9]; 4Fe-4S binding domain [PF12837.10]					0
Trial1.fna_assembly_LT906445.1_184	Trial1.fna_assembly	LT906445.1	184	249900	250766	1	C	K06221	2,5-diketo-D-gluconate reductase A [EC:1.1.1.346]								Aldo/keto reductase family [PF00248.24]					0
Trial1.fna_assembly_LT906445.1_185	Trial1.fna_assembly	LT906445.1	185	250854	252389	1	C	K01951	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	MER0440732	C26	MER0440732 - LD42771 protein ({Drosophila melanogaster}) (Veillonella atypica) [C26.A21]#C26#{peptidase unit: 7-229}~source ZP_07318494~	True	0.984	465.0	4.0200000000000003e-143	GMP synthase C terminal domain [PF00958.25]; Glutamine amidotransferase class-I [PF00117.31]; NAD synthase [PF02540.20]; Peptidase C26 [PF07722.16]; Queuosine biosynthesis protein QueC [PF06508.16]; Thiamine biosynthesis protein (ThiI) [PF02568.17]; PP-loop family [PF01171.23]; tRNA methyl transferase HUP domain [PF03054.19]					0
Trial1.fna_assembly_LT906445.1_186	Trial1.fna_assembly	LT906445.1	186	252795	254981	1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF13589.9]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]					0
Trial1.fna_assembly_LT906445.1_187	Trial1.fna_assembly	LT906445.1	187	254974	256116	1	E															0
Trial1.fna_assembly_LT906445.1_188	Trial1.fna_assembly	LT906445.1	188	256144	257415	1	C	K00558	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]								C-5 cytosine-specific DNA methylase [PF00145.20]					0
Trial1.fna_assembly_LT906445.1_189	Trial1.fna_assembly	LT906445.1	189	257445	258617	1	C	K07448	restriction system protein								Restriction endonuclease AspBHI N-terminal [PF18062.4]; Restriction endonuclease [PF04471.15]					0
Trial1.fna_assembly_LT906445.1_190	Trial1.fna_assembly	LT906445.1	190	258818	259228	1	E															0
Trial1.fna_assembly_LT906445.1_191	Trial1.fna_assembly	LT906445.1	191	259237	259416	1	E															0
Trial1.fna_assembly_LT906445.1_192	Trial1.fna_assembly	LT906445.1	192	259423	259515	1	E															0
Trial1.fna_assembly_LT906445.1_193	Trial1.fna_assembly	LT906445.1	193	259520	260029	1	E															0
Trial1.fna_assembly_LT906445.1_194	Trial1.fna_assembly	LT906445.1	194	260172	260495	1	E															0
Trial1.fna_assembly_LT906445.1_195	Trial1.fna_assembly	LT906445.1	195	260498	260800	1	E															0
Trial1.fna_assembly_LT906445.1_196	Trial1.fna_assembly	LT906445.1	196	260816	261637	1	D										Methyltransferase domain [PF13847.9]; ubiE/COQ5 methyltransferase family [PF01209.21]; Methyltransferase domain [PF08241.15]; Methyltransferase domain [PF13489.9]; Methyltransferase domain [PF08242.15]; Methyltransferase domain [PF13649.9]; Mitochondrial small ribosomal subunit Rsm22 [PF09243.13]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.22]; Ribosomal RNA adenine dimethylase [PF00398.23]; DREV methyltransferase [PF05219.15]					0
